winner,moves
black,Nf3 c5 g3 d5 Bg2 Nf6 c4 d4 O-O Nc6 d3 e5 e3 Bd6 exd4 cxd4 a3 a5 Re1 O-O Bg5 h6 Bxf6 Qxf6 Nbd2 Qd8 Qc2 Bf5 c5 Bc7 Nc4 Re8 Nfd2 Qe7 Qb3 Reb8 Be4 Be6 Qb5 Na7 Qa4 Qxc5 b4 Qb5 Qc2 axb4 axb4 Nc6 Na3 Qxb4 Reb1 Qc3 Qxc3 dxc3 Ndc4 Nd4 Bxb7 c2 Rb2
draw,d4 d5 Nf3 Nf6 g3 c5 c3 cxd4 cxd4 Nc6 Bg2 e6 O-O Bd6 Nc3 h6 Bf4 Bxf4 gxf4 a6 e3 Qb6 Qb3 Qxb3 axb3 O-O Ne5 Bd7 Nd3 g6 Nc5 Rab8 Rfc1 Nb4 Nxd7 Nxd7 Na4 b5 Nc5 Nxc5 Rxc5 Rfc8 Rac1 Rxc5 Rxc5 Nd3 Rc2 Nb4 Rc5 Kf8 Kf1 Rb6 Ke2 Rc6 Rxc6 Nxc6 Kd2 a5 Bf1 b4 Bb5 Ne7 h3 Nf5 Bd3 Nd6 f3 f5 h4 Kf7 Be2 Ke7 Bd3 Kd7 Be2 Kc6 Ba6 Ne8 Bc8 Nc7 Kd3 Kd6 Bb7 Nb5 Ba6 Na7 Kd2 Nc6 Bb5 h5 Bxc6 Kxc6 Kd3 Kb6 Kc2 Kb5 Kb1 a4 bxa4+ Kxa4 Kc2 Ka5 b3 Kb5 Kd3 Kb6 Kc2 Kc6 Kd3 Kd7 Kc2 Ke7 Kd3 Kf6 e4 Kf7 e5 Ke7 Ke3 Kd7 Kd3 Kc6 Kc2 Kb5 Kd3 Ka5 Kc2 Ka6 Kd3 Kb7 Kc2 Kc8 Kd3 Kd8 Ke3 Ke8 Kd3 Kd8 Ke3 Kc7 Kd3 Kb8 Kc2 Kc8 Kd3 Kd7 Ke3 Ke8 Kd3 Kf7 Ke3 Kg8 Kd3 Kh7 Ke3 Kh8 Kd3 Kg7 Ke3 Kf8 Kd3 Ke7 Ke3 Kd8 Kd3 Kc7 Ke3 Kb8 Kd3 Ka7 Ke3 Kb6 Kd3 Kc7 Ke3 Kd8 Kd3 Kc7
draw,d4 Nf6 c4 e6 Nc3 Bb4 Bg5 O-O Qc2 d6 e3 h6 Bxf6 Qxf6 Nf3 e5 Bd3 exd4 Nxd4 Nc6 Nxc6 Bxc3+ Qxc3 Qxc3+ bxc3 bxc6 O-O Rb8 Rab1 Be6 Rb3 c5 Ra3 Rb7 Be4 Rb2 Rxa7 Bxc4 Rb1 Rxb1+ Bxb1 Rb8 Bc2 g6 g3 Rb2 Bb3 Bxb3 axb3 Rxb3 Rxc7 Rxc3 Kf1 Kg7 Rd7 Rd3 Ke2 Rd5 h4 Kf6 g4 Ke6 Rc7 Re5 Kd3 f5 g5 hxg5 hxg5 Kd5 Rg7 Re6 Rg8 Ke5 Rc8 f4 e4 Re7 f3 Ke6 Rf8 Rf7 Re8+ Re7 Rf8 Ke5 Kc4 Re6 Rh8 Re7 Rg8
white,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nb3 Bb4 Bg5 O-O Qf3 Nd4 Nxd4 exd4 a3 dxc3 axb4 cxb2 Rb1 d5 Bxf6 gxf6 exd5 Re8+ Be2 Qe7 Rxb2 Qe5 Qg3+ Qxg3 hxg3 Bf5 c3 Rac8 Kd2 Red8 c4 b5 Rh4 bxc4 Bxc4 Rc7 Rb3 Be6 Rd4 Rxc4 Rxc4 Rxd5+ Rd3 Rxd3+ Kxd3 Bxc4+ Kxc4
black,e4 Nf6 Nc3 e5 Nf3 Nc6 d4 exd4 Nxd4 Bb4 Nxc6 Bxc3+ bxc3 bxc6 Bd3 O-O Bg5 h6 Bh4 g5 Bg3 Nxe4 Bxe4 Qe7 Qe2 Re8 O-O Qxe4 Qh5 Re6 f4 Ba6 Rfe1 Be2 Qh3 Qe3+ Bf2 Qxh3 gxh3 gxf4 Rab1 Rg6+
black,d4 d5 c4 e6 Nf3 Nf6 Nc3 Bb4 Bg5 h6 Bxf6 Qxf6 e3 c5 dxc5 Bxc3+ bxc3 Qxc3+ Nd2 Na6 Rc1 Qa5 cxd5 Nxc5 dxe6 Bxe6 Be2 Ne4 Bf3 Nxd2 Qxd2 Qxd2+ Kxd2 Rd8+ Kc3 b6 Bc6+ Ke7 a4 Rc8 Kb4 Rhd8 Bb5 a5+ Ka3 Rd2 Rxc8 Ra2#
draw,d4 d5 Bf4 Nc6 Nf3 Bg4 e3 e6 c4 Bd6 Bxd6 Qxd6 Nc3 dxc4 Bxc4 Qb4 Bb3 O-O-O a3 Qa5 O-O e5 d5 Nf6 h3 Bh5 g4 Nxg4 hxg4 Bxg4 Kg2 f5 Qc2
white,d4 Nf6 Bg5 g6 Bxf6 exf6 e4 d5 exd5 Qxd5 Nf3 Bb4+ c3 Bd6 h3 Nc6 Bd3 O-O O-O Qh5 Nbd2 f5 d5 Ne5 Nxe5 Qxd1 Raxd1 Bxe5 Nc4 Bf6 f4 Bd7 Ne5 Rad8 Rfe1 Bxe5 fxe5 Rfe8 g3 Re7 Re3 Rde8 Rde1 Kg7 b3 h6 c4 b6 Kg2 a5 h4 Kh7 Kf3 Kg7 a3 Kh7 Kf4 Kg7 a4 Bc8 Bf1 Bd7 Bg2 Kf8 Rd3 Kg7 d6 cxd6 Rxd6 f6 exf6+
black,e4 Nf6 Nc3 e5 Bc4 Nxe4 Nxe4 d5 Bd3 dxe4 Bxe4 f5 Bd3 Nc6 Ne2 a6 a3 Be6 b4 Qg5 c4 Qxg2 Rg1 Qxh2 Nc3 Qxg1+
black,e4 Nf6 Nc3 e5 f4 d5 fxe5 Nxe4 Nf3 Nxc3 dxc3 Be7 Bf4 c5 Qd2 h6 O-O-O Be6 Kb1 Nc6 h3 Qb6 g4 d4 cxd4 O-O-O c4 Nxd4 Qc3 Qc6 Bg2 Qe4+
white,d4 d6 e4 Nf6 Nc3 e5 dxe5 dxe5 Qxd8+ Kxd8 Nf3 Bd6 Bg5 Be6 O-O-O Nd7 Bxf6+ gxf6 Bb5 Rg8 Rhg1 a6 Bxd7 Kxd7 Nd5 Bxd5 Rxd5 Ke6 Rd3 Rg4 Nd2 b5 g3 h5 f3 Rg7 Rd1 Rd8 c4 bxc4 Nxc4 Rd7 Ne3 Rg8 Nf5 Rg6 a3 a5 Rd5 a4 Ra5 Rg8 Rxa4 Rb8 Ra6 Rb3 Kc2 Rxf3 Ra8 Rf2+ Kb3 Be7 Ng7#
black,e4 Nf6 Nc3 e5 Nf3 Nc6 Bb5 Nd4 Bc4 Nxf3+ Qxf3 Bb4 a3 Bxc3 dxc3 d6 h3 h6 Be3 Be6 Bxe6 fxe6 g4 d5 exd5 Qxd5 Qxd5 exd5 O-O-O O-O-O f4 exf4 Bxf4 Ne4 Rh2 c6 Be5 Rd7 Rf1 Re7 Bd4 c5 Be3 Rhe8 Bd2 Nxd2 Kxd2 Kc7 Rhf2 Kd6 Rg2 Re6 b3 a5 a4 R8e7 h4 Rg6 h5 Rg5 Rf4 b6 Re2 Rxe2+ Kxe2 Re5+ Kd2 Rg5 Ke3 Re5+ Kd2 Ke7 b4 c4 Rd4 Kd6 Rf4 Re4 Rxe4 dxe4 bxa5 bxa5 Ke2 Ke6 Kf2 Kf6
white,d4 g6 c4 Bg7 Nc3 d6 e4 Nc6 d5 Nd4 Be3 e5 h3 c5 dxc6 bxc6 Nf3 c5 Nd5 Ne7 Bg5 f6 Nxd4 fxg5 Nb5 O-O Nxe7+ Qxe7 Qxd6 Qxd6 Nxd6 Ba6 a4 Rad8 Nb5 Bb7 f3 a6 Nc3 Rd4 Nd5 Bxd5 cxd5 Rb8 Ra2 c4 Be2 Bf8 O-O Bc5 Kh2 Rb4 Rc1 Rd2 Bxc4 Be3 Bxa6 Bf4+ Kh1 Kf7 a5 Rbd4 Raa1 Rxb2 Rc7+ Kf6 Bf1 Rf2 Rc6+ Kg7 a6 Kh6 Rb6 Ra4 Rbb1 Rfa2 Rxa2 Rxa2 d6 Be3 Kh2 Rd2 Rb3 Bf4+ Kg1 Rxd6 a7 Rd8 Rb8 Be3+ Kh1 Rd1 a8=Q Rxf1+ Kh2 Kh5 Qa2 h6 Qe2
black,d4 d5 Bf4 Nf6 e3 c5 c3 Nc6 Nd2 e6 Ngf3 cxd4 exd4 Bd6 Bg3 Bxg3 hxg3 a6 Bd3 h6 Qe2 O-O Ne5 Nxe5 dxe5 Nd7 Nf3 Nc5 Bc2 Qb6 g4 Qxb2 Bh7+ Kxh7 Qxb2 Nd3+
draw,d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 Bg5 g6 Nf3 Bg7 e4 O-O Bd3 h6 Bxf6 Bxf6 Qd2 Qb6 O-O Nd7 a4 Qb4 Nb5 Qxd2 Nxd2 Rd8 Nc4 Ne5 Nxe5 Bxe5 Rab1 a6 Na3 Bd7 Nc4 Rac8 Nb6 Rc7 Nxd7 Rdxd7 b3 Rc8 Rfc1 Rdc7 f3 Kg7 g3 h5 Kg2 Kh6 h4 Rf8 f4 Bd4 Kf3 Re7 b4 f5 bxc5 fxe4+ Bxe4 Rfe8 Re1 Bxc5 a5 Kg7 Rb2 Kf6 Rbe2 Bb4 Ra1 Rc7 Raa2 Rc3+ Kg2 Bc5 Bb1 Be3 Rad2 Rb3 Bc2 Ra3 Rd3 Ra2 Kf3 Rc8 Rdxe3 Rcxc2 Rxc2 Rxc2 Re6+ Kf5 Rxd6 Rc3+ Kf2 Rc5 Rd7 Rxa5 Rf7+ Kg4 d6 Ra2+ Ke3 Ra3+ Ke4 Ra1 d7 Kxg3 Rg7 Re1+ Kd5 Rd1+ Ke6 Kxf4 Rxg6 Re1+ Kf7 Rd1 Ke7 Rxd7+ Kxd7 a5 Rb6 Kg4 Rxb7 Kxh4 Ke6 Kg3 Kf5 h4 Rb2 h3 Ke4 h2 Rb3+ Kg2 Rb2+ Kg1 Rxh2 Kxh2 Kd3 Kg3 Kc3 Kf4 Kb3 Ke5 Ka4 Kd6 Kxa5
black,d4 d5 f4 f5 Nf3 Nf6 e3 c6 Be2 e6 O-O Bd6 Nc3 O-O Ne5 c5 h3 Nc6 Kh2 Bd7 Rg1 a6 g4 cxd4 exd4 Qc7 g5 Ne4 Nxe4 fxe4 c3 Bxe5 fxe5 Ne7 Bg4 Nf5 Bxf5 Rxf5 Be3 Raf8 Qg4 g6 Rg2 Bb5 Re1 Bd3 h4 Bf1 Rd2 Qd7 Kg1 Rf3 h5 gxh5 Qh4 Rg3+ Qxg3 Rf3 Qh4 Qf7 Rf2 Bh3 g6 hxg6 Qg5 Rxf2 Bxf2 Qf5 Qxf5 gxf5 Be3 Kf7 b3 b5 a3 Bg4 a4 Kg6 Kg2 bxa4 bxa4 h4 Rb1 Bf3+ Kh3 Kh5 Rb6 a5 Rxe6 f4 Bxf4 Bg4+ Kh2 Bxe6 Be3 Kg4 Kg2 h3+ Kh2 Bd7 c4 dxc4 d5 c3 e6 Bc8 Kg1 Kf3 Bc1 e3 d6 Bxe6
white,d4 d5 Nf3 e6 c4 Nf6 Bg5 Be7 Bxf6 Bxf6 Nc3 O-O e3 b6 cxd5 exd5 h3 Bb7 Bd3 Nd7 Rc1 c5 O-O cxd4 exd4 Bg5 Nxg5 Qxg5 Re1 Rac8 Nb5 Rxc1 Qxc1 Qxc1 Rxc1 Rc8 Rxc8+ Bxc8 Nd6
black,d4 d5 c3 c5 dxc5 e5 Qd3 e4 Qd4 Nc6 Qa4 Bxc5 b4 Bb6 Bf4 Bxf2+ Kxf2 Qf6 Ke3 d4+ Kxe4 Bg4 Qb5 Qg6+ Kd5 Be6+ Kc5 Qf5+
white,d4 Nf6 c4 g6 Nc3 Bg7 Bg5 O-O Bxf6 Bxf6 e4 d6 h3 c5 d5 Qa5 Qc2 a6 Ne2 b5 Nc1 Bxc3+ bxc3 Nd7 a4 bxc4 Bxc4 Ne5 Nb3 Qc7 Be2 f5 f4 Nf7 Bc4 fxe4 Qxe4 Bf5 Qe2 Rab8 g4 Bc8 O-O Nd8 a5 e5 dxe6 Qe7 Rae1 Rf6 f5 h5 g5 Rxf5 Rxf5 gxf5 Qxh5 Bxe6 Qg6+ Kf8 Bxe6 Nxe6 Rxe6 Qf7 Rf6
black,d4 d5 Bf4 Nf6 e3 Bf5 c4 e6 Nc3 c5 Qb3 cxd4 exd4 Nc6 cxd5 Nxd5 Nxd5 Qxd5 Qxb7 Bb4+ Ke2
black,e4 Nf6 Nc3 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 h6 O-O Bb4 Re1 Bxc3 bxc3 O-O d4 d6 Bb2 Bg4 Qd3 Bxf3 Qxf3 Qe7 Rad1 Na5 Ba3 Nxb3 cxb3 a5 Qe2 b4 Bb2 Rfc8 d5 c5 dxc6 bxc3 Bxc3 Rxc6 Rc1 Rac8 Bb2 Rxc1 Rxc1 Rxc1+ Bxc1 Qc7 Ba3 Qc3 h3 Qd4 Bb2 Qxe4 Qxe4 Nxe4 a3 Nd2 b4 a4 b5 Nc4 Bc3 Kf8 Bb4 Ke7 Kf1 Kd7 Ke2 e4 Kd1 Kc7 Kc2 Kb6 Kc3 Kxb5 Kd4 f5 Kd5 e3 fxe3 Nxe3+ Kxd6 Nxg2 Ke5 f4 Ke4 g5 Bf8 h5 Bh6 g4 h4 Kc4 Bf8 f3
black,c4 Nf6 d4 e6 Nc3 Bb4 e3 c5 Bd3 d5 Nf3 O-O O-O Nc6 a3 Bxc3 bxc3 dxc4 Bxc4 b6 dxc5 Na5 Bd3 Bb7 cxb6 axb6 Bb2 Nb3 Rb1 Nc5 Bc2 Be4 Nd4 e5 Bxe4 Nfxe4 f3 Nd6 Nc6 Qc7 Nxe5 Rfd8 Qe2 Na4 Rfd1 f6 Ng4 b5 Ba1 Nb6 e4 Rxa3 Ne3 Ndc4 Rxd8+ Qxd8 Nf5 Nd2 Rd1 Nbc4 Nd4 Ra2 Qe1 Qa5 Kh1 Qa4 Ne2 Ne3 Rc1 Nb3 Rb1 Nxa1 Nf4 Nac2 Qd2 Qa8 Qd7 h6 Ne6 Ra7 Qxb5 Na3 Qb3 Kh7 Rg1 Nac4 Qb1 Ra2 Nc7 Qa7 Nb5 Qa5 e5+ f5 g4 Nd2 Qd3 Nxf3 gxf5 Rxh2#
white,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 d6 c3 O-O d4 Bg4 d5 Na5 Bc2 c6 h3 Bc8 dxc6 Qc7 Nbd2 Qxc6 Nf1 Nc4 Ng3 Re8 a4 Bb7 Nf5 Bf8 Bg5 Nxb2 Qc1 Nxa4 Bxf6 gxf6 Nh6+ Kh8 Nxf7+ Kg8 Bb3 Nc5 Ba2 Ne6 Nh6+ Kh8 Nh4 Rac8 N4f5 Qd7 Qd2 Ng5 h4 Ne6 g3 Rc7 Rad1 a5 Qe2 b4 Qg4 Bxh6 Rxd6 Qc8 Nxh6 Nc5 Qf3 f5 Bd5 Bxd5 Rxd5 f4 cxb4 axb4 Qh5 Qe6 Rc1 fxg3 fxg3 b3 Rdxc5 Rb7 Rb1 Ra8 Qg5 Rg7 Qe3 Rb8 Nf5 Rgb7 Qc3 Rb5 Rc6 Qd7 Rc7 Qd8 Kg2 Qg8 Nd6 Qg6 Rc8+ Rxc8 Qxc8+ Kg7 Nf5+ Kf7 Rc1
white,d4 d5 c4 c6 e3 Nf6 Nf3 Bg4 Nc3 e6 Bd3 Nbd7 O-O Bd6 h3 Bxf3 Qxf3 O-O e4 dxc4 Bxc4 e5 d5 Nb6 Bd3 cxd5 exd5 Bb4 Rd1 Bxc3 bxc3 Nbxd5 Bxh7+ Kxh7 c4 e4 Qg3 Qa5 cxd5 Nxd5 Bb2 f6 Qh4+ Kg8 Qxe4 Rad8 a4 Rfe8 Qf5 Qc5 Rac1 Qd6 Rd4 Re5 Qd3 Qe6 Rg4 Qf5 Qb3 Re7 Rd1 Re2 f3 Rd7 Bxf6 Qxf6 Rxd5 Qf7 Rb5 Qxb3 Rxb3 Kf7 Rb5 Kf6 Rbg5 Ree7 Ra5 a6 Rag5 Rc7 Rg6+ Kf5 Kh1 Rf7 Kh2 Rfd7 Kg3 Ke5 h4 Rf7 h5 Rfd7 Kh4 Re7 Re4+ Kd5 Rxe7 Rxe7 a5 Rf7 Rb6 Kd4 Kg5 Rc7 f4 Kd5 f5 Rc2 g4 Rc7 Kg6 Ke4 f6 gxf6 h6 Rc1 h7 Rh1 Rxf6 Rh4 g5 Kd3 Kg7 Ke4 h8=Q
white,e4 c5 Nf3 Nc6 Nc3 g6 Bb5 Bg7 O-O e6 Bxc6 bxc6 e5 d5 Re1 Ne7 b3 O-O Na4 c4 d4 f6 exf6 Bxf6 Nc5 Nf5 c3 Nh4 Ne5 Bg5 Bxg5 Qxg5 g3 Rf5 bxc4 Ba6 Nxa6 Rxf2 Kxf2 Rf8+ Kg1 h5 Nc5 Qf5 gxh4 Qf2+ Kh1 Qxh4 Nxg6 Qxh2+ Kxh2
black,d4 Nf6 c4 e6 Nc3 Bb4 Bf4 d5 e3 c5 h3 Nc6 Nf3 Qa5 Qb3 dxc4 Qxc4 Nd5 Rc1 cxd4 Nxd4 Nxd4 Qxd4 O-O Bc4 Rd8 Bxd5 Rxd5 Qc4 Rc5 Qb3 e5 Bg3 Be6 Qc2 Qxa2 O-O Bxc3 bxc3 Qxc2 Rxc2 a5 f4 a4 fxe5 b5 Rcc1 a3 e4 a2 Bf2 Rc4 Bd4 b4
black,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 Nc3 Nxc3 dxc3 Be7 Be3 O-O Bd3 Re8 h4 h6 Qd2 Bg4 O-O-O Bf6 Rdg1 Nd7 Ng5 Ne5 f3 Bh5 g4 hxg5 hxg5 Nxf3 Rxh5 Nxd2 Rgh1 g6 R5h3 Rxe3 Rxe3 Bxg5 Reh3 Qf6
white,e4 e5 Nf3 Nf6 Nxe5 d6 Nd3 Nxe4 Qe2 Qe7 Nc3 Nf6 Nf4 g5 Nfd5 Nxd5 Nxd5 Qxe2+ Bxe2 c6 Nc7+ Kd8 Nxa8 Bf5 d3 Be7 g4 Be6 Be3 c5 d4 Nd7 O-O-O Bd5 dxc5 Bxh1 cxd6 Bf6 Rxh1 Be5 Bxg5+ f6 Be3 Bxd6 Bxa7 Ke7 Nb6 Bf4+ Kb1 Be5 Nd5+ Kd6 Rd1 Kc6 f4 Bd6 Nc3 b6 Bf3+ Kc5 Ne4+
white,e4 c5 Nc3 g6 Nf3 Nc6 d4 cxd4 Nxd4 Bg7 Be3 Nf6 Nxc6 bxc6 e5 Ng8 f4 Nh6 Qd2 Nf5 Bf2 O-O g4 Nh6 h3 f5 Bc4+ e6 O-O-O fxg4 hxg4 Nxg4 Bc5 Re8 Qe2 Nh6 Ne4 Nf5 Qh2 h5 Qg2 Kf7 Rdg1 Nh4 Rxh4 Qxh4 Qxg6+
black,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O d6 h3 Na5 Bb3 Nxb3 axb3 O-O Be3 Bxe3 fxe3 Re8 Nc3 c6 Kh2 Bd7 Qe1 a5 Nh4 b5 Ne2 d5 Ng3 Ng4+ hxg4 Qxh4+ Kg1 Bxg4 Qf2 Qe7 Nf5 Qf8 Qg3 h5 Nh4 dxe4 dxe4 Qb4 Qf2 Re7 Nf5 Rd7 Qh4 f6 Ng3 Rd2 Nxh5 Qxe4 Rf2 Rxf2 Kxf2 Qf5+ Kg3 Bxh5 Rh1 Qg6+ Kf2 Qxc2+ Kg3 Be8 e4 Qxb3+ Kh2 Qxb2 Rd1 Qe2 Rd6 a4 Qg3 a3 Rxf6 Qh5+ Kg1 a2
white,e4 e6 Nc3 d5 d4 Nf6 e5 Nfd7 f4 c5 Nf3 Nc6 Be3 cxd4 Nxd4 Bb4 Be2 Qa5 O-O Bxc3 bxc3 Qxc3 Rf3 Qa5 Nb5 O-O Rh3 f5 c4 Nb6 c5 Nc4 Bxc4 dxc4 Nd6 Rd8 Qh5 h6 Qg6 Ne7 Qf7+ Kh7 Rg3 Rg8 Ne8 Qc3 Rxg7+
black,d4 Nf6 Bg5 h6 Bh4 c5 d5 Qa5+ c3 Qb6 b3 g5 Bg3 e6 dxe6 Qxe6 Nd2 Nd5 Rc1 Bg7 c4 Nc3 Qc2 Nc6 h3 f5 Ngf3 Nb4 Qxc3 Bxc3 Rxc3 f4 a3 Qa6
black,b4 d5 Nf3 Nc6 b5 Nb8 d4 Nf6 e3 Bf5 c4 dxc4 Bxc4 e6 Nbd2 Bb4 Qb3 Ba5 O-O O-O Ba3 Re8 Be2 Nd5 Nc4 Bb6 Nfe5 Nd7 Nxd7 Qxd7 Bb2 Bg6 a4 a5 bxa6 bxa6 Ne5 Qe7 Nxg6 hxg6 a5 Ba7 Rfc1 Reb8 Qc2 Nb4 Qxc7 Qxc7 Rc6 Qxc6 Rc1 Qa4 Ba1 Qa3 Rf1 Nc2 Bf3 Nxa1 Rd1 Qa2 h4 Rb1 Rxb1 Qxb1+ Kh2 Rc8 Bg4 Bb8+ f4 Rc1 Be2 Rh1+ Kg3 Qe1+ Kf3 Nc2 d5 Qd2 d6 Qxe3+ Kg4 Qxe2+ Kg3 Qe3+ Kg4 Bxd6 g3 Qe2+ Kg5 Be7#
black,e4 c6 d4 d5 exd5 cxd5 Bd3 Nc6 c3 Qc7 Qf3 e6 Bf4 Bd6 Ne2 Nf6 Bg5 Ng8 Nd2 Nge7 O-O-O Bd7 Kb1 a6 Bc2 b5 Bf4 Bxf4 Qxf4 Qxf4 Nxf4 b4 Ba4 bxc3 bxc3 Rb8+ Nb3 O-O Bxc6 Bxc6 Kc2 Ba4 Rb1 Rfc8 Kd2 Bxb3 axb3 Nf5 Nd3 Nd6 f3 Nb7 Ra1 a5 b4 axb4 cxb4 Nd6 Rhb1 Nb5 Ke3 Rc4 Nc5 Nxd4 Nd7 Rd8 Ne5 Rxb4 Rxb4 Nc2+ Kd2 Nxb4 Ra7 f6 Ng4 Nc6 Rc7 Ne5 Ne3 Nc4+ Nxc4 dxc4+ Kc3 Rd3+ Kc2 Ra3 Rxc4 Ra2+ Kd3 Rxg2 h4 Ra2 Rc6 Kf7 Rc4 e5 Ke4 Kg6 Ke3 Ra3+ Kf2 h5 Kg3 Ra2 Re4 Kf5 Rb4 Rd2 Ra4 Rd4 Ra7 g6 Ra6 g5 hxg5 fxg5 Ra8 h4+ Kf2 Rd6 Rh8 Rf6 Ke3 Kg6 Ke4 Rf4+ Ke3 Kg7 Rh5 Kg6 Rh8 Ra4 Rg8+ Kf6 Rh8 Ra1 Kf2 Ra2+ Ke3 Rg2 Ke4 Rg3 Rh6+ Kg7 Rh5 Kg6 Rh8 h3 Kxe5 Rxf3 Ke4 g4 Rg8+ Kh5 Rh8+ Kg5 Rg8+ Kh4 Rh8+ Kg3
white,Nh3 e5 g3 Nf6 Bg2 d5 O-O h6 f4 e4 e3 Bg4 Qe1 Qd7 Nf2 Be6 Nc3 h5 d4 h4 Nh1 Bb4 gxh4 Bxc3 bxc3 Nc6 Ng3 Na5 f5 Rxh4 fxe6 fxe6 Nf5 Rg4 Ng3 O-O-O Rb1 Rh8 Qf2 Nc4 h3 Rg6 Qf4 Qc6 Rf2 Qa6 Bd2 Qxa2 Rbf1 Qxc2 Bc1 Qxc3 Nf5 Kd7 Nxg7
draw,Nf3 Nf6 g3 e6 d3 b6 Bg2 Bb7 O-O Be7 Nc3 O-O e4 d6 Be3 e5 Re1 Nbd7 Qd2 Ng4 Bg5 Bxg5 Qxg5 Nh6 Re2 f5 Rae1 f4 gxf4
black,e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 e6 Bd3 Nf6 Bg5 Be7 O-O h6 Bh4 O-O Kh1 e5 Nb3 Ng4 Bxe7 Qxe7 Nd5 Qh4 h3 Nxf2+ Kg1 Nxd1
black,d4 Nf6 c4 e5 dxe5 Ng4 Bf4 Nc6 Nf3 Bb4+ Nbd2 Qe7 a3 Ngxe5 Nxe5 Nxe5 e3 Bxd2+ Qxd2 d6 Be2 Bf5 Qc3 O-O c5 Ng6 cxd6 cxd6 Qd4 Nxf4 Qxf4 Qe5 Qb4 Rac8 O-O Rc2 Bf3 Qxb2 Bxb7 Rxf2 Qxb2 Rxb2 Rxf5 Rxb7 Ra5 Re8 Kf2 Re5 Ra6 Rb2+ Kf3 Rf5+ Ke4 g6 Rxd6 Rxg2 Ra6 h5 Rxa7 Rxh2 a4 Rh4+ Kd3 Rd5+ Ke2 g5 a5 g4 e4 Rh2+ Ke3 Rh3+ Kf4 Rf3#
white,e4 e5 Nf3 Nf6 Nc3 d5 Nxd5 Nxd5 exd5 Qxd5 d4 exd4 Qxd4 Qxd4 Nxd4 Bc5 Be3 O-O O-O-O Bxd4 Bxd4 Nc6 Bc5 Re8 Bc4 Na5 Bd5 Be6 Bxe6 Rxe6 Rd7 Rc6 Bb4 Nc4 Re1 h6 Ree7 a5 Bc3 Nd6 Rxc7 Rxc7 Rxc7 b5 Be5 Ne4 f3 Ng5 Rb7 b4 a3 bxa3 bxa3 Ne6 Rb5 a4 Bc3 Rc8 Kb2 Rc4 Rb4
white,e4 e5 Nf3 Nf6 Nxe5 d6 Nxf7 Kxf7 d4 Nxe4 Qh5+ Ke7 Qe2 d5 Bg5+
white,e4 e6 d4 d5 exd5 exd5 Bd3 Nf6 h3 Bd6 Nf3 O-O O-O h6 Re1 Nc6 a3 Re8 Nc3 a6 Ne2 Be6 Nf4 Bd7 c3 Rxe1+ Qxe1 Na5 Nxd5 Nxd5 c4 Nf4 Bxf4 Bxf4 Qxa5 Bc6 d5 Bd7 Qc3 b6 Re1 a5 Qd4 Bd6 Qe4 g6 Ne5 Be8 Qe3 Kg7 Ng4 Qg5 Qd4+ f6 g3 Bc5 Qc3 Bd7 b4 axb4 axb4 Bxg4 bxc5 Bxh3 Re7+ Kf8 d6 bxc5 Rxc7 Re8 d7 Rd8 Rc8 Ke7 Qe1+ Qe5 Qxe5+ fxe5 Rxd8 Kxd8 Bxg6 Kxd7 Bf7 Kd6 Kh2 Bg4 Kg2 Ke7 Bd5 Be6 Bxe6 Kxe6 Kf3 Kf5 g4+ Kg5 Kg3 e4 f3 exf3 Kxf3 Kf6 Kf4 Ke6 Ke4 Kd6 Kf5 Kc6 Kg6 Kd6 Kxh6 Ke5 Kg6 Kd4 g5 Kxc4 Kf6 Kd3 g6 c4 g7 c3 g8=Q c2 Qg3+ Kd2 Qf2+ Kd1 Qxc2+
white,e4 c5 c3 e5 d4 cxd4 cxd4 exd4 Qxd4 Nc6 Qa4 Nf6 Nf3 Qa5+ Qxa5 Nxa5 Bd3 Bc5 O-O O-O Nc3 Nc6 Na4 Be7 h3 h6 Be3 Re8 Rac1 Bd8 Nd2 Ne5 Bb1 b5 Nc5 d6 Nd3 Bb7 f3 a6 Nb3 Rc8 Rxc8 Bxc8 Rd1 Nc4 Bd4 Bb7 Nd2 Bb6 Bxb6 Nxb6 Nf4 d5 exd5 Nfxd5 Nxd5 Nxd5 Ne4 Ba8 Nd6 Re2 Nc8 Bc6 Be4 Bb7 Ne7+ Kf8 Nxd5 Rxb2 Nc3 Rc2
